stage,elapsed_us
scheduler.adapter_pop,78823
scheduler.enqueue_microbatch,3.942
scheduler.build_microbatch,10.018
scheduler.decode_pop,83519.5
scheduler.adapter_pop,83869.4
scheduler.enqueue_microbatch,5.228
scheduler.build_microbatch,12.431
scheduler.decode_pop,78203.4
scheduler.adapter_pop,79222.8
scheduler.enqueue_microbatch,3.783
scheduler.build_microbatch,7.74
scheduler.decode_pop,75008.3
scheduler.adapter_pop,74903.6
scheduler.enqueue_microbatch,5.641
scheduler.build_microbatch,9.744
scheduler.decode_pop,79526.5
scheduler.adapter_pop,79204.1
scheduler.enqueue_microbatch,5.554
scheduler.build_microbatch,11.12
scheduler.decode_pop,78402.9
scheduler.adapter_pop,79200.6
scheduler.enqueue_microbatch,3.837
scheduler.build_microbatch,9.943
scheduler.decode_pop,81473.3
scheduler.adapter_pop,80282.5
scheduler.enqueue_microbatch,5.136
scheduler.build_microbatch,10.558
scheduler.decode_pop,82851.1
scheduler.adapter_pop,83167.5
scheduler.enqueue_microbatch,5.131
scheduler.build_microbatch,8.084
scheduler.decode_pop,80418.3
scheduler.adapter_pop,80617
scheduler.enqueue_microbatch,4.178
scheduler.build_microbatch,11.473
scheduler.decode_pop,80385.6
scheduler.adapter_pop,79813.3
scheduler.enqueue_microbatch,4.203
scheduler.build_microbatch,10.695
scheduler.decode_pop,83554.9
scheduler.adapter_pop,83917.5
scheduler.enqueue_microbatch,2.7
scheduler.build_microbatch,7.39
scheduler.decode_pop,80237.1
scheduler.adapter_pop,80873.1
scheduler.enqueue_microbatch,5.891
scheduler.build_microbatch,13.19
scheduler.decode_pop,83032.8
scheduler.adapter_pop,84303.8
scheduler.enqueue_microbatch,6.657
scheduler.build_microbatch,15.345
scheduler.decode_pop,82062.6
scheduler.adapter_pop,83069.2
scheduler.enqueue_microbatch,6.986
scheduler.build_microbatch,13.949
scheduler.decode_pop,76309.4
scheduler.adapter_pop,75697.9
scheduler.enqueue_microbatch,10.915
scheduler.build_microbatch,23.289
scheduler.decode_pop,84090.8
scheduler.adapter_pop,84974.1
scheduler.enqueue_microbatch,6.132
scheduler.build_microbatch,13.192
scheduler.decode_pop,72654.5
scheduler.adapter_pop,71171.9
scheduler.enqueue_microbatch,4.94
scheduler.build_microbatch,13.197
scheduler.decode_pop,80490.9
scheduler.adapter_pop,79724.2
scheduler.enqueue_microbatch,4.492
scheduler.build_microbatch,10.47
scheduler.decode_pop,77116.9
scheduler.adapter_pop,78618.5
scheduler.enqueue_microbatch,3.367
scheduler.build_microbatch,10.569
scheduler.decode_pop,73905
scheduler.adapter_pop,72816.9
scheduler.enqueue_microbatch,12.704
scheduler.build_microbatch,25.52
scheduler.decode_pop,83372.9
scheduler.adapter_pop,84099.9
scheduler.enqueue_microbatch,4.665
scheduler.build_microbatch,11.077
scheduler.decode_pop,76477.5
scheduler.adapter_pop,76983.9
scheduler.enqueue_microbatch,6.396
scheduler.build_microbatch,15.416
scheduler.decode_pop,79685.2
scheduler.adapter_pop,78850.8
scheduler.enqueue_microbatch,6.833
scheduler.build_microbatch,14.739
scheduler.decode_pop,84925.4
scheduler.adapter_pop,84284.4
scheduler.enqueue_microbatch,7.142
scheduler.build_microbatch,15.653
scheduler.decode_pop,81656.5
scheduler.adapter_pop,81822.3
scheduler.enqueue_microbatch,4.665
scheduler.build_microbatch,12.277
scheduler.decode_pop,82237.7
scheduler.adapter_pop,80985.6
scheduler.enqueue_microbatch,5.349
scheduler.build_microbatch,12.586
scheduler.decode_pop,81984.4
scheduler.adapter_pop,82546.3
scheduler.enqueue_microbatch,7.232
scheduler.build_microbatch,15.253
scheduler.decode_pop,79194.4
scheduler.adapter_pop,79309.3
scheduler.enqueue_microbatch,6.293
scheduler.build_microbatch,16.007
scheduler.decode_pop,76727.9
scheduler.adapter_pop,77636.6
scheduler.enqueue_microbatch,7.839
scheduler.build_microbatch,14.793
scheduler.decode_pop,75159.5
scheduler.adapter_pop,75714
scheduler.enqueue_microbatch,4.221
scheduler.build_microbatch,8.309
scheduler.decode_pop,79987.7
scheduler.adapter_pop,79265.5
scheduler.enqueue_microbatch,6.367
scheduler.build_microbatch,14.469
scheduler.decode_pop,75278.4
scheduler.adapter_pop,76082
scheduler.enqueue_microbatch,6.263
scheduler.build_microbatch,14.37
scheduler.decode_pop,86721.4
scheduler.adapter_pop,85404.9
scheduler.enqueue_microbatch,8.15
scheduler.build_microbatch,16.741
scheduler.decode_pop,82887.1
scheduler.adapter_pop,83096.5
scheduler.enqueue_microbatch,6.412
scheduler.build_microbatch,14.552
scheduler.decode_pop,81007
scheduler.adapter_pop,82592
scheduler.enqueue_microbatch,6.205
scheduler.build_microbatch,20.519
scheduler.decode_pop,87080.1
scheduler.adapter_pop,88331.2
scheduler.enqueue_microbatch,7.664
scheduler.build_microbatch,35.913
scheduler.decode_pop,71796.3
scheduler.adapter_pop,73387.6
scheduler.enqueue_microbatch,5.774
scheduler.build_microbatch,14.512
scheduler.decode_pop,83312.2
scheduler.adapter_pop,83059.7
scheduler.enqueue_microbatch,5.635
scheduler.build_microbatch,11.571
scheduler.decode_pop,80748.5
scheduler.adapter_pop,80149.9
scheduler.enqueue_microbatch,6.712
scheduler.build_microbatch,19.184
scheduler.decode_pop,74858.8
scheduler.adapter_pop,74391.5
scheduler.enqueue_microbatch,6.653
scheduler.build_microbatch,13.817
scheduler.decode_pop,84113.9
scheduler.adapter_pop,82154.6
scheduler.enqueue_microbatch,3.893
scheduler.build_microbatch,10.475
scheduler.decode_pop,76503.7
scheduler.adapter_pop,75986.2
scheduler.enqueue_microbatch,5.93
scheduler.build_microbatch,14.948
scheduler.decode_pop,80204.5
scheduler.adapter_pop,79400.6
scheduler.enqueue_microbatch,5.703
scheduler.build_microbatch,11.151
scheduler.decode_pop,81435.1
scheduler.adapter_pop,80787.4
scheduler.enqueue_microbatch,6.437
scheduler.build_microbatch,15.435
scheduler.decode_pop,76811.8
scheduler.adapter_pop,77928.8
scheduler.enqueue_microbatch,4.224
scheduler.build_microbatch,11.838
scheduler.decode_pop,85787.1
scheduler.adapter_pop,86469
scheduler.enqueue_microbatch,9.016
scheduler.build_microbatch,21.783
scheduler.decode_pop,79080.6
scheduler.adapter_pop,79885.7
scheduler.enqueue_microbatch,5.847
scheduler.build_microbatch,14.875
scheduler.decode_pop,79561.6
scheduler.adapter_pop,79913.4
scheduler.enqueue_microbatch,8.577
scheduler.build_microbatch,20.776
scheduler.decode_pop,85775.4
scheduler.adapter_pop,85133.4
scheduler.enqueue_microbatch,5.533
scheduler.build_microbatch,9.38
scheduler.decode_pop,73307.1
scheduler.adapter_pop,73820.4
scheduler.enqueue_microbatch,4.78
scheduler.build_microbatch,13.044
scheduler.decode_pop,82694.8
scheduler.adapter_pop,82236.8
scheduler.enqueue_microbatch,4.6
scheduler.build_microbatch,10.316
scheduler.decode_pop,80175.5
scheduler.adapter_pop,79865
scheduler.enqueue_microbatch,10.791
scheduler.build_microbatch,23.516
scheduler.decode_pop,72953.1
scheduler.adapter_pop,74473.2
scheduler.enqueue_microbatch,6.437
scheduler.build_microbatch,18.602
scheduler.decode_pop,84049.7
scheduler.adapter_pop,84633.5
scheduler.enqueue_microbatch,11.566
scheduler.build_microbatch,24.349
scheduler.decode_pop,79672
scheduler.adapter_pop,79043.8
scheduler.enqueue_microbatch,9.975
scheduler.build_microbatch,21.028
scheduler.decode_pop,80881.1
scheduler.adapter_pop,79842.7
scheduler.enqueue_microbatch,13.761
scheduler.build_microbatch,21.16
scheduler.decode_pop,84114
scheduler.adapter_pop,82422.1
scheduler.enqueue_microbatch,11.503
scheduler.build_microbatch,19.485
scheduler.decode_pop,74023.1
scheduler.adapter_pop,73495.9
scheduler.enqueue_microbatch,10.232
scheduler.build_microbatch,24.488
scheduler.decode_pop,81376.8
scheduler.adapter_pop,83396.3
scheduler.enqueue_microbatch,7.135
scheduler.build_microbatch,12.49
scheduler.decode_pop,80861.1
scheduler.adapter_pop,80395.3
scheduler.enqueue_microbatch,11.125
scheduler.build_microbatch,24.631
scheduler.decode_pop,80246.9
scheduler.adapter_pop,80518.6
scheduler.enqueue_microbatch,11.238
scheduler.build_microbatch,24.61
scheduler.decode_pop,85970.4
scheduler.adapter_pop,85189.3
scheduler.enqueue_microbatch,10.886
scheduler.build_microbatch,23.851
scheduler.decode_pop,78985.5
scheduler.adapter_pop,76758.2
scheduler.enqueue_microbatch,11.059
scheduler.build_microbatch,24.831
scheduler.decode_pop,77110.3
scheduler.adapter_pop,79550.2
scheduler.enqueue_microbatch,5.788
scheduler.build_microbatch,24.501
scheduler.decode_pop,80804.8
scheduler.adapter_pop,81922.9
scheduler.enqueue_microbatch,5.79
scheduler.build_microbatch,17.708
scheduler.decode_pop,77994.3
scheduler.adapter_pop,78901.2
scheduler.enqueue_microbatch,6.758
scheduler.build_microbatch,15.883
scheduler.decode_pop,79512
scheduler.adapter_pop,82285
scheduler.enqueue_microbatch,3815.72
scheduler.build_microbatch,6564.4
scheduler.decode_pop,105114
scheduler.enqueue_microbatch,10655.1
scheduler.build_microbatch,11155.7
scheduler.decode_pop,97139.5
scheduler.adapter_pop,114726
scheduler.adapter_pop,9711.5
scheduler.enqueue_microbatch,7.965
scheduler.build_microbatch,28.35
scheduler.decode_pop,90255.3
scheduler.adapter_pop,89147.8
scheduler.enqueue_microbatch,109.879
scheduler.build_microbatch,368.028
scheduler.decode_pop,75071.6
scheduler.adapter_pop,72869
scheduler.enqueue_microbatch,5.93
scheduler.build_microbatch,13.697
scheduler.decode_pop,55831.7
scheduler.adapter_pop,137390
scheduler.enqueue_microbatch,28.856
scheduler.build_microbatch,38.52
scheduler.decode_pop,62717.8
scheduler.adapter_pop,57868.8
scheduler.enqueue_microbatch,5.667
scheduler.build_microbatch,10.206
scheduler.decode_pop,68065.5
scheduler.adapter_pop,67572.6
scheduler.enqueue_microbatch,5.032
scheduler.build_microbatch,9.971
scheduler.decode_pop,87426.3
scheduler.adapter_pop,86324.3
scheduler.enqueue_microbatch,4.353
scheduler.build_microbatch,8.535
scheduler.decode_pop,79461.1
scheduler.adapter_pop,78157.9
scheduler.enqueue_microbatch,6.743
scheduler.build_microbatch,16.326
scheduler.decode_pop,80819.1
scheduler.adapter_pop,79689.9
scheduler.enqueue_microbatch,5.016
scheduler.build_microbatch,12.352
scheduler.decode_pop,80696.7
scheduler.adapter_pop,81074.1
scheduler.enqueue_microbatch,6.651
scheduler.build_microbatch,16.543
scheduler.decode_pop,76879.6
scheduler.adapter_pop,77627.6
scheduler.enqueue_microbatch,40.524
scheduler.build_microbatch,79.653
scheduler.decode_pop,80883
scheduler.adapter_pop,82248.9
scheduler.enqueue_microbatch,16.01
scheduler.build_microbatch,65.673
scheduler.decode_pop,79297.1
scheduler.adapter_pop,79587.9
scheduler.enqueue_microbatch,5.412
scheduler.build_microbatch,13.099
scheduler.decode_pop,82295.6
scheduler.adapter_pop,82344.8
scheduler.enqueue_microbatch,4.449
scheduler.build_microbatch,11.859
scheduler.decode_pop,75360.5
scheduler.adapter_pop,76230.7
scheduler.enqueue_microbatch,4.425
scheduler.build_microbatch,11.869
scheduler.decode_pop,75817
scheduler.adapter_pop,74883.4
scheduler.enqueue_microbatch,4.804
scheduler.build_microbatch,12.54
scheduler.decode_pop,74297.9
scheduler.adapter_pop,74473
scheduler.enqueue_microbatch,11.843
scheduler.build_microbatch,20.55
scheduler.decode_pop,81047
scheduler.adapter_pop,82092.7
scheduler.enqueue_microbatch,4.692
scheduler.build_microbatch,12.607
scheduler.decode_pop,82240.6
scheduler.adapter_pop,81809.9
scheduler.enqueue_microbatch,6.791
scheduler.build_microbatch,19.634
scheduler.decode_pop,88628.2
scheduler.adapter_pop,89683.1
scheduler.enqueue_microbatch,11.47
scheduler.build_microbatch,24.492
scheduler.decode_pop,80850.4
scheduler.adapter_pop,81754.5
scheduler.enqueue_microbatch,11.229
scheduler.build_microbatch,20.969
scheduler.decode_pop,78700.2
scheduler.adapter_pop,78662.2
scheduler.enqueue_microbatch,4.353
scheduler.build_microbatch,10.567
scheduler.decode_pop,82876
scheduler.adapter_pop,83534.3
scheduler.enqueue_microbatch,8.045
scheduler.build_microbatch,21.595
scheduler.decode_pop,76695.6
scheduler.adapter_pop,76128.4
scheduler.enqueue_microbatch,10.488
scheduler.build_microbatch,23.302
scheduler.decode_pop,85383.3
scheduler.adapter_pop,85205.4
scheduler.enqueue_microbatch,7.32
scheduler.build_microbatch,17.732
scheduler.decode_pop,75769.3
scheduler.adapter_pop,76064.4
scheduler.enqueue_microbatch,10.558
scheduler.build_microbatch,23.539
scheduler.decode_pop,81735
scheduler.adapter_pop,80512.5
scheduler.enqueue_microbatch,6.583
scheduler.build_microbatch,14.663
scheduler.decode_pop,79625.5
scheduler.adapter_pop,78945.5
scheduler.enqueue_microbatch,5.73
scheduler.build_microbatch,15.279
scheduler.decode_pop,81027.5
scheduler.adapter_pop,79740.6
scheduler.enqueue_microbatch,10.985
scheduler.build_microbatch,19.293
scheduler.decode_pop,84419.1
scheduler.adapter_pop,84119.8
scheduler.enqueue_microbatch,11.323
scheduler.build_microbatch,19.903
scheduler.decode_pop,79482.9
scheduler.adapter_pop,80409.3
scheduler.enqueue_microbatch,11.424
scheduler.build_microbatch,21.051
scheduler.decode_pop,75756.2
scheduler.adapter_pop,77293.6
scheduler.enqueue_microbatch,9.781
scheduler.build_microbatch,41.218
scheduler.decode_pop,78863.4
scheduler.adapter_pop,79000.1
scheduler.enqueue_microbatch,3.391
scheduler.build_microbatch,10.695
scheduler.decode_pop,80592
scheduler.adapter_pop,81157.5
scheduler.enqueue_microbatch,11.679
scheduler.build_microbatch,25.019
scheduler.decode_pop,79495.6
scheduler.adapter_pop,80402.2
scheduler.enqueue_microbatch,11.915
scheduler.build_microbatch,44.547
scheduler.decode_pop,80733.7
scheduler.adapter_pop,79300.9
scheduler.enqueue_microbatch,10.196
scheduler.build_microbatch,17.515
scheduler.decode_pop,80569.1
scheduler.adapter_pop,80135.8
scheduler.enqueue_microbatch,3.932
scheduler.build_microbatch,8.714
scheduler.decode_pop,75805.9
scheduler.adapter_pop,75244.7
scheduler.enqueue_microbatch,11.327
scheduler.build_microbatch,19.381
scheduler.decode_pop,79271.1
scheduler.adapter_pop,78375.3
scheduler.enqueue_microbatch,11.63
scheduler.build_microbatch,20.866
scheduler.decode_pop,81825.7
scheduler.adapter_pop,83272.8
scheduler.enqueue_microbatch,8.748
scheduler.build_microbatch,21.865
scheduler.decode_pop,79581.3
scheduler.adapter_pop,81734.8
scheduler.enqueue_microbatch,11.148
scheduler.build_microbatch,22.88
scheduler.decode_pop,81553.1
scheduler.adapter_pop,80495.8
scheduler.enqueue_microbatch,6.872
scheduler.build_microbatch,14.886
scheduler.decode_pop,78256.1
scheduler.adapter_pop,78028.1
scheduler.enqueue_microbatch,6.954
scheduler.build_microbatch,11.895
scheduler.decode_pop,81115.4
scheduler.adapter_pop,80838.6
scheduler.enqueue_microbatch,9.936
scheduler.build_microbatch,23.059
scheduler.decode_pop,79014.5
scheduler.adapter_pop,78335.5
scheduler.enqueue_microbatch,10.765
scheduler.build_microbatch,22.497
scheduler.decode_pop,82897.2
scheduler.adapter_pop,84262
scheduler.enqueue_microbatch,6.307
scheduler.build_microbatch,16.619
scheduler.decode_pop,79635
scheduler.adapter_pop,80154.3
scheduler.enqueue_microbatch,10.427
scheduler.build_microbatch,21.941
scheduler.decode_pop,80585.7
scheduler.adapter_pop,80842.6
scheduler.enqueue_microbatch,7.156
scheduler.build_microbatch,16.185
scheduler.decode_pop,80528.1
scheduler.adapter_pop,80943.2
scheduler.enqueue_microbatch,4.941
scheduler.build_microbatch,12.425
scheduler.decode_pop,77929.8
scheduler.adapter_pop,76612.8
scheduler.enqueue_microbatch,6.196
scheduler.build_microbatch,17.155
scheduler.decode_pop,82717.3
scheduler.adapter_pop,83002.2
scheduler.enqueue_microbatch,6.311
scheduler.build_microbatch,13.907
scheduler.decode_pop,81092.3
scheduler.adapter_pop,79814.2
scheduler.enqueue_microbatch,12.016
scheduler.build_microbatch,20.255
scheduler.decode_pop,80345.3
scheduler.adapter_pop,78182
scheduler.enqueue_microbatch,6.063
scheduler.build_microbatch,11.19
scheduler.decode_pop,80592.9
scheduler.adapter_pop,81590.2
scheduler.enqueue_microbatch,13.198
scheduler.build_microbatch,31.024
scheduler.decode_pop,77331.2
scheduler.adapter_pop,77641.9
scheduler.enqueue_microbatch,6.565
scheduler.build_microbatch,15.304
scheduler.decode_pop,80212.2
scheduler.adapter_pop,81469.1
scheduler.enqueue_microbatch,11.688
scheduler.build_microbatch,24.123
scheduler.decode_pop,80486
scheduler.adapter_pop,82047.8
scheduler.enqueue_microbatch,7.67
scheduler.build_microbatch,17.126
scheduler.decode_pop,80259.8
scheduler.adapter_pop,79453.2
scheduler.enqueue_microbatch,9.577
scheduler.build_microbatch,25.049
scheduler.decode_pop,83059.3
scheduler.adapter_pop,81879.2
scheduler.enqueue_microbatch,11.156
scheduler.build_microbatch,24.713
scheduler.decode_pop,76923.8
scheduler.adapter_pop,77552.1
scheduler.enqueue_microbatch,8.982
scheduler.build_microbatch,18.612
scheduler.decode_pop,78973.8
scheduler.adapter_pop,78637.5
scheduler.enqueue_microbatch,10.417
scheduler.build_microbatch,20.507
scheduler.decode_pop,80005.1
scheduler.adapter_pop,80249.6
scheduler.enqueue_microbatch,6.477
scheduler.build_microbatch,19.678
scheduler.decode_pop,74241
scheduler.adapter_pop,75707.5
scheduler.enqueue_microbatch,5.555
scheduler.build_microbatch,14.038
scheduler.decode_pop,81993.9
scheduler.adapter_pop,81253.4
scheduler.enqueue_microbatch,11.391
scheduler.build_microbatch,22.773
scheduler.decode_pop,80478.9
scheduler.adapter_pop,80208.7
scheduler.enqueue_microbatch,6.324
scheduler.build_microbatch,13.591
scheduler.decode_pop,81295.7
scheduler.adapter_pop,81876.2
scheduler.enqueue_microbatch,10.878
scheduler.build_microbatch,24.489
scheduler.decode_pop,82729.9
scheduler.adapter_pop,80999.7
scheduler.enqueue_microbatch,11.638
scheduler.build_microbatch,24.832
scheduler.decode_pop,80293.1
scheduler.adapter_pop,79162.4
scheduler.enqueue_microbatch,7.585
scheduler.build_microbatch,15.978
scheduler.decode_pop,80166.1
scheduler.adapter_pop,81296.7
scheduler.enqueue_microbatch,10.367
scheduler.build_microbatch,23.742
scheduler.decode_pop,76482.7
scheduler.adapter_pop,76715.5
scheduler.enqueue_microbatch,6.012
scheduler.build_microbatch,17.551
scheduler.decode_pop,85015.2
scheduler.adapter_pop,86145.3
scheduler.enqueue_microbatch,6.395
scheduler.build_microbatch,16.815
scheduler.decode_pop,80227.9
scheduler.adapter_pop,81466.1
scheduler.enqueue_microbatch,11.028
scheduler.build_microbatch,21.567
scheduler.decode_pop,78188.1
scheduler.adapter_pop,77892
scheduler.enqueue_microbatch,4.228
scheduler.build_microbatch,12.062
scheduler.decode_pop,84870.6
scheduler.adapter_pop,85210.5
scheduler.enqueue_microbatch,11.029
scheduler.build_microbatch,23.353
scheduler.decode_pop,74867.9
scheduler.adapter_pop,74111
scheduler.enqueue_microbatch,4.112
scheduler.build_microbatch,10.523
scheduler.decode_pop,81431.7
scheduler.adapter_pop,81446
scheduler.enqueue_microbatch,6.254
scheduler.build_microbatch,16.647
scheduler.decode_pop,79727.8
scheduler.adapter_pop,79757.6
scheduler.enqueue_microbatch,7.153
scheduler.build_microbatch,16.723
scheduler.decode_pop,79066
scheduler.adapter_pop,77812.7
scheduler.enqueue_microbatch,6.795
scheduler.build_microbatch,12.046
scheduler.decode_pop,79421.5
scheduler.adapter_pop,79566
scheduler.enqueue_microbatch,6.292
scheduler.build_microbatch,17.728
scheduler.decode_pop,79318.6
scheduler.adapter_pop,79215.5
scheduler.enqueue_microbatch,10.231
scheduler.build_microbatch,23.907
scheduler.decode_pop,82356.8
scheduler.adapter_pop,81642.3
scheduler.enqueue_microbatch,11.504
scheduler.build_microbatch,19.554
scheduler.decode_pop,75698.4
scheduler.adapter_pop,76368.1
scheduler.enqueue_microbatch,7.535
scheduler.build_microbatch,15.583
scheduler.decode_pop,79545.1
scheduler.adapter_pop,78559.8
scheduler.enqueue_microbatch,3.263
scheduler.build_microbatch,7.167
scheduler.decode_pop,80451
scheduler.adapter_pop,79378
scheduler.enqueue_microbatch,6.802
scheduler.build_microbatch,16.59
scheduler.decode_pop,79151.1
scheduler.adapter_pop,79035.9
scheduler.enqueue_microbatch,7.285
scheduler.build_microbatch,15.306
scheduler.decode_pop,78600
scheduler.adapter_pop,78887.5
scheduler.enqueue_microbatch,5.272
scheduler.build_microbatch,9.638
scheduler.decode_pop,82013.8
scheduler.adapter_pop,81471.7
scheduler.enqueue_microbatch,4.484
scheduler.build_microbatch,8.793
scheduler.decode_pop,73765.9
scheduler.adapter_pop,73338.9
scheduler.enqueue_microbatch,7.082
scheduler.build_microbatch,17.482
scheduler.decode_pop,79423.6
scheduler.adapter_pop,80523.4
scheduler.enqueue_microbatch,7.743
scheduler.build_microbatch,14.838
scheduler.decode_pop,82876.5
scheduler.adapter_pop,81265.4
scheduler.enqueue_microbatch,10.508
scheduler.build_microbatch,18.121
scheduler.decode_pop,81719.3
scheduler.adapter_pop,81772.1
scheduler.enqueue_microbatch,6.093
scheduler.build_microbatch,18.424
scheduler.decode_pop,84378.6
scheduler.adapter_pop,85506.2
scheduler.enqueue_microbatch,8.07
scheduler.build_microbatch,22.048
scheduler.decode_pop,79318.2
scheduler.adapter_pop,78696.3
scheduler.enqueue_microbatch,12.875
scheduler.build_microbatch,27.855
scheduler.decode_pop,82582
scheduler.adapter_pop,84810.1
scheduler.enqueue_microbatch,6.163
scheduler.build_microbatch,16.368
scheduler.decode_pop,79347.3
scheduler.adapter_pop,80135.2
scheduler.enqueue_microbatch,6.207
scheduler.build_microbatch,13.746
scheduler.decode_pop,78494.2
scheduler.adapter_pop,78969.3
scheduler.enqueue_microbatch,6.58
scheduler.build_microbatch,18.155
scheduler.decode_pop,83567.6
scheduler.adapter_pop,84488.2
scheduler.enqueue_microbatch,6.704
scheduler.build_microbatch,16.112
scheduler.decode_pop,79452.5
scheduler.adapter_pop,77419
scheduler.enqueue_microbatch,9.933
scheduler.build_microbatch,22.819
scheduler.decode_pop,77797.6
scheduler.adapter_pop,77888.5
scheduler.enqueue_microbatch,8.137
scheduler.build_microbatch,23.989
scheduler.decode_pop,80709.3
scheduler.adapter_pop,80045.1
scheduler.enqueue_microbatch,6.999
scheduler.build_microbatch,14.722
scheduler.decode_pop,76948.6
scheduler.adapter_pop,76399.4
scheduler.enqueue_microbatch,5.18
scheduler.build_microbatch,12.474
scheduler.decode_pop,77502.4
scheduler.adapter_pop,78288
scheduler.enqueue_microbatch,8.84
scheduler.build_microbatch,21.032
scheduler.decode_pop,83810.2
scheduler.adapter_pop,83416.2
scheduler.enqueue_microbatch,15.002
scheduler.build_microbatch,30.934
scheduler.decode_pop,81321.8
scheduler.adapter_pop,80923.1
scheduler.enqueue_microbatch,11.452
scheduler.build_microbatch,26.617
scheduler.decode_pop,79572.4
scheduler.adapter_pop,78670.6
scheduler.enqueue_microbatch,10.57
scheduler.build_microbatch,17.796
scheduler.decode_pop,82856.8
scheduler.adapter_pop,81808.8
scheduler.enqueue_microbatch,9.252
scheduler.build_microbatch,22.614
scheduler.decode_pop,74949.2
scheduler.adapter_pop,76730.4
scheduler.enqueue_microbatch,6.503
scheduler.build_microbatch,14.01
scheduler.decode_pop,80253.4
scheduler.adapter_pop,80041.8
scheduler.enqueue_microbatch,11.678
scheduler.build_microbatch,25.605
scheduler.decode_pop,81972.3
scheduler.adapter_pop,83710.1
scheduler.enqueue_microbatch,6.228
scheduler.build_microbatch,16.525
scheduler.decode_pop,80402.7
scheduler.adapter_pop,80943.2
scheduler.enqueue_microbatch,5.98
scheduler.build_microbatch,14.482
scheduler.decode_pop,84562.6
scheduler.adapter_pop,83121.4
scheduler.enqueue_microbatch,6.019
scheduler.build_microbatch,13.741
scheduler.decode_pop,78112.3
scheduler.adapter_pop,79386.8
scheduler.enqueue_microbatch,7.435
scheduler.build_microbatch,15.968
scheduler.decode_pop,81292
scheduler.adapter_pop,80146.8
scheduler.enqueue_microbatch,7.087
scheduler.build_microbatch,15.282
scheduler.decode_pop,77807.4
scheduler.adapter_pop,77807.2
scheduler.enqueue_microbatch,6.269
scheduler.build_microbatch,14.007
scheduler.decode_pop,75507.8
scheduler.adapter_pop,76416.7
scheduler.enqueue_microbatch,3.06
scheduler.build_microbatch,9.05
scheduler.decode_pop,84139.5
scheduler.adapter_pop,84229.1
scheduler.enqueue_microbatch,4.464
scheduler.build_microbatch,12.043
scheduler.decode_pop,77542.3
scheduler.adapter_pop,78078.8
scheduler.enqueue_microbatch,5.01
scheduler.build_microbatch,12.059
scheduler.decode_pop,76993.8
scheduler.adapter_pop,78681.6
scheduler.enqueue_microbatch,5.358
scheduler.build_microbatch,12.927
scheduler.decode_pop,84700.5
scheduler.adapter_pop,83898.7
scheduler.enqueue_microbatch,5.349
scheduler.build_microbatch,26.259
scheduler.decode_pop,75551.9
scheduler.adapter_pop,74035.3
scheduler.enqueue_microbatch,4.489
scheduler.build_microbatch,8.287
scheduler.decode_pop,81672.7
scheduler.adapter_pop,79711
scheduler.enqueue_microbatch,6.464
scheduler.build_microbatch,14.541
scheduler.decode_pop,80243.1
scheduler.adapter_pop,78375.1
scheduler.enqueue_microbatch,7.76
scheduler.build_microbatch,14.684
scheduler.decode_pop,74897.4
scheduler.adapter_pop,74199.5
scheduler.enqueue_microbatch,5.78
scheduler.build_microbatch,12.161
scheduler.decode_pop,83270.4
scheduler.adapter_pop,83734
scheduler.enqueue_microbatch,4.089
scheduler.build_microbatch,10.86
scheduler.decode_pop,75097.4
scheduler.adapter_pop,75472.2
scheduler.enqueue_microbatch,5.27
scheduler.build_microbatch,12.73
scheduler.decode_pop,84944.5
scheduler.adapter_pop,84611
scheduler.enqueue_microbatch,4.431
scheduler.build_microbatch,18.795
scheduler.decode_pop,80898.6
scheduler.adapter_pop,81193.1
scheduler.enqueue_microbatch,2.865
scheduler.build_microbatch,6.143
scheduler.decode_pop,78317.2
scheduler.adapter_pop,78998.5
scheduler.enqueue_microbatch,6.113
scheduler.build_microbatch,18.971
scheduler.decode_pop,78891.2
scheduler.adapter_pop,79362.3
scheduler.enqueue_microbatch,6.153
scheduler.build_microbatch,16.264
scheduler.decode_pop,82289.3
scheduler.adapter_pop,84134.7
scheduler.enqueue_microbatch,11.125
scheduler.build_microbatch,21.501
scheduler.decode_pop,79417.9
scheduler.adapter_pop,80671.4
scheduler.enqueue_microbatch,4.259
scheduler.build_microbatch,12.124
scheduler.decode_pop,83067.2
scheduler.adapter_pop,83064.7
scheduler.enqueue_microbatch,12.659
scheduler.build_microbatch,31.037
scheduler.decode_pop,79617.9
scheduler.adapter_pop,81141.6
scheduler.enqueue_microbatch,10.266
scheduler.build_microbatch,22.466
scheduler.decode_pop,77122.9
scheduler.adapter_pop,75654.1
scheduler.enqueue_microbatch,6.615
scheduler.build_microbatch,15.263
scheduler.decode_pop,84863.9
scheduler.adapter_pop,84560.1
scheduler.enqueue_microbatch,6.859
scheduler.build_microbatch,19.817
scheduler.decode_pop,78257.9
scheduler.adapter_pop,79135.6
scheduler.enqueue_microbatch,9.446
scheduler.build_microbatch,19.558
scheduler.decode_pop,85205.7
scheduler.adapter_pop,84528.4
scheduler.enqueue_microbatch,7.02
scheduler.build_microbatch,15.232
scheduler.decode_pop,74107.4
scheduler.adapter_pop,73577
scheduler.enqueue_microbatch,7.788
scheduler.build_microbatch,16.492
scheduler.decode_pop,81166.6
scheduler.adapter_pop,80027.9
scheduler.enqueue_microbatch,6.904
scheduler.build_microbatch,16.44
scheduler.decode_pop,77381.9
